cod_transacao;num_conta;data_transacao;horario_transacao;nome_transacao;valor_transacao
36393;446;08/10/2016;12:10:40;Saque;-115.00
6925;702;24/12/2018;14:54:52;Saque;-100.00
18205;702;27/08/2019;19:42:49;Saque;-75.00
20942;702;02/09/2019;22:05:28;Saque;-220.00
45499;702;11/02/2021;06:51:37;Saque;-60.00
11296;958;19/06/2019;23:17:26;Saque;-515.00
60088;958;26/05/2022;20:46:52;Saque;-110.00
61715;958;17/06/2022;13:22:52;Saque;-535.00
16747;191;01/10/2013;01:22:22;Saque;-990.00
22890;191;17/02/2014;01:40:44;Saque;-25.00
28034;191;17/02/2014;08:31:41;Saque;-255.00
45280;191;12/04/2016;01:47:48;Saque;-470.00
46452;191;12/04/2016;06:21:16;Saque;-135.00
53981;191;08/08/2016;09:37:31;Saque;-80.00
59189;447;29/12/2022;00:00:00;Saque;-180.00
1448;703;19/03/2015;21:55:58;Saque;-175.00
25856;703;29/08/2015;05:16:11;Saque;-215.00
57580;703;14/01/2019;20:48:12;Saque;-40.00
57931;703;16/01/2019;22:41:13;Saque;-65.00
70643;703;08/04/2020;13:52:27;Saque;-705.00
20204;959;26/12/2022;06:36:00;Saque;-200.00
31845;959;29/12/2022;23:32:05;Saque;-60.00
33098;959;29/12/2022;23:39:45;Saque;-50.00
59417;959;29/12/2022;23:59:59;Saque;-385.00
67378;959;29/12/2022;00:00:00;Saque;-60.00
25077;448;16/02/2021;13:47:39;Saque;-185.00
35356;448;27/08/2021;15:06:08;Saque;-115.00
37974;448;30/08/2021;10:43:31;Saque;-580.00
43957;448;26/12/2022;12:59:51;Saque;-280.00
9043;704;13/02/2022;12:36:31;Saque;-130.00
37994;704;31/08/2022;17:33:11;Saque;-315.00
46098;704;14/11/2022;04:40:44;Saque;-105.00
66482;704;27/12/2022;01:55:26;Saque;-380.00
18817;960;18/04/2015;01:51:13;Saque;-125.00
28718;960;20/08/2015;05:32:45;Saque;-645.00
49478;960;24/12/2018;14:50:06;Saque;-90.00
52390;960;08/01/2019;06:18:51;Saque;-270.00
56778;960;25/02/2019;20:32:01;Saque;-395.00
59642;960;19/03/2019;09:30:53;Saque;-275.00
63436;960;13/08/2019;01:56:46;Saque;-55.00
13922;193;06/07/2015;00:42:42;Saque;-140.00
34437;193;22/01/2022;07:58:27;Saque;-100.00
44917;193;22/06/2022;14:38:34;Saque;-100.00
51718;193;12/10/2022;03:02:27;Saque;-45.00
65611;193;29/12/2022;00:00:00;Saque;-55.00
46041;449;29/12/2022;23:59:59;Saque;-275.00
60966;449;29/12/2022;23:59:59;Saque;-220.00
9804;705;04/08/2015;13:00:16;Saque;-180.00
16605;705;25/03/2016;20:19:15;Saque;-85.00
22889;705;20/10/2018;17:18:15;Saque;-85.00
54340;705;14/03/2019;03:26:41;Saque;-130.00
17581;961;24/12/2021;16:11:04;Saque;-435.00
19521;961;06/08/2022;21:30:18;Saque;-395.00
24329;961;09/08/2022;22:20:43;Saque;-210.00
27940;194;18/03/2019;00:46:37;Saque;-140.00
60309;194;02/11/2021;08:11:13;Saque;-480.00
37709;450;27/01/2022;13:20:13;Saque;-230.00
49120;450;02/06/2022;20:44:50;Saque;-185.00
39505;706;29/12/2022;23:59:55;Saque;-95.00
71077;706;30/12/2022;00:00:01;Saque;-330.00
17770;962;29/12/2022;23:59:58;Saque;-260.00
57781;962;29/12/2022;00:00:00;Saque;-465.00
64953;962;29/12/2022;00:00:00;Saque;-2665.00
30875;195;23/02/2012;03:08:29;Saque;-2245.00
40927;195;19/11/2013;10:41:53;Saque;-160.00
42953;195;05/01/2014;18:44:55;Saque;-125.00
46140;195;18/01/2014;07:01:22;Saque;-345.00
14697;451;29/04/2012;05:46:27;Saque;-405.00
54940;707;05/11/2018;09:41:59;Saque;-255.00
15326;963;07/08/2022;09:13:59;Saque;-300.00
29694;963;15/10/2022;12:10:47;Saque;-50.00
42245;963;28/12/2022;19:42:27;Saque;-645.00
43138;963;28/12/2022;21:17:10;Saque;-130.00
55935;963;29/12/2022;23:59:18;Saque;-150.00
7056;196;08/06/2014;07:05:55;Saque;-225.00
24002;196;16/12/2016;07:37:02;Saque;-185.00
24104;196;16/12/2016;07:38:03;Saque;-250.00
24548;196;16/01/2018;03:58:01;Saque;-525.00
33984;196;29/04/2018;04:07:08;Saque;-395.00
61071;196;18/03/2021;03:59:31;Saque;-205.00
9557;452;10/01/2021;19:47:46;Saque;-105.00
38698;452;29/12/2022;23:34:47;Saque;-95.00
46867;452;29/12/2022;23:59:44;Saque;-460.00
56151;452;29/12/2022;23:59:58;Saque;-145.00
69618;452;29/12/2022;00:00:00;Saque;-200.00
16950;708;22/06/2021;14:10:57;Saque;-440.00
12447;964;03/12/2022;10:07:10;Saque;-210.00
18380;964;09/12/2022;23:45:12;Saque;-145.00
17607;197;06/06/2021;07:44:56;Saque;-60.00
13786;453;19/03/2022;17:17:47;Saque;-205.00
1298;709;25/09/2018;20:20:38;Saque;-385.00
43092;709;01/09/2021;03:12:34;Saque;-240.00
28221;965;16/12/2022;20:16:19;Saque;-435.00
34070;965;30/12/2022;00:00:00;Saque;-95.00
23690;198;01/11/2018;06:58:31;Saque;-250.00
33966;454;29/12/2022;23:59:58;Saque;-575.00
35471;454;29/12/2022;00:00:00;Saque;-875.00
19081;710;14/01/2021;21:31:23;Saque;-690.00
21464;710;18/12/2021;19:59:29;Saque;-940.00
8509;966;06/12/2013;09:52:30;Saque;-500.00
57743;966;13/12/2021;20:22:13;Saque;-185.00
31127;199;18/06/2019;19:22:06;Saque;-130.00
39141;199;11/07/2019;14:08:10;Saque;-125.00
43649;199;28/08/2019;06:43:28;Saque;-200.00
47121;199;09/09/2019;14:32:37;Saque;-3360.00
21796;455;04/12/2018;07:46:13;Saque;-60.00
22946;455;07/12/2018;15:47:18;Saque;-60.00
39584;455;05/08/2019;03:44:14;Saque;-140.00
40983;455;06/08/2019;14:48:06;Saque;-235.00
61950;455;13/09/2019;00:23:23;Saque;-80.00
37281;711;05/01/2023;04:57:58;Saque;-85.00
36457;967;12/11/2016;05:17:27;Saque;-330.00
44428;967;14/02/2019;19:30:04;Saque;-365.00
35653;200;26/02/2020;10:46:31;Saque;-320.00
71253;200;23/12/2022;10:24:33;Saque;-100.00
13809;456;08/08/2020;13:26:14;Saque;-275.00
15481;456;22/08/2020;07:11:27;Saque;-55.00
15902;456;31/08/2020;21:49:25;Saque;-120.00
20319;456;08/10/2020;16:14:14;Saque;-205.00
26393;456;03/11/2020;10:37:21;Saque;-435.00
59762;456;19/12/2021;05:03:26;Saque;-110.00
43482;712;09/10/2022;17:37:57;Saque;-865.00
46952;712;17/10/2022;20:50:11;Saque;-75.00
18038;968;01/07/2019;01:26:41;Saque;-485.00
35285;968;10/12/2019;02:30:48;Saque;-195.00
48534;968;29/12/2022;00:13:18;Saque;-95.00
52311;968;29/12/2022;23:39:54;Saque;-325.00
24238;201;26/06/2022;05:46:21;Saque;-550.00
55994;201;29/12/2022;23:59:45;Saque;-340.00
14986;457;07/04/2019;05:18:10;Saque;-1095.00
34534;457;05/07/2020;07:17:35;Saque;-485.00
24967;713;09/04/2020;20:51:59;Saque;-670.00
45656;969;08/12/2022;02:46:39;Saque;-120.00
9228;202;29/12/2022;23:58:26;Saque;-55.00
18032;458;31/07/2021;13:12:48;Saque;-125.00
55090;458;29/12/2022;23:59:15;Saque;-25.00
32797;714;28/02/2016;23:21:47;Saque;-590.00
6796;970;27/04/2021;00:30:48;Saque;-320.00
66227;970;26/12/2022;21:40:57;Saque;-245.00
58120;203;06/12/2022;23:10:15;Saque;-200.00
45917;459;10/12/2020;12:43:46;Saque;-65.00
64369;459;08/07/2021;12:12:44;Saque;-110.00
6869;715;16/01/2019;21:02:23;Saque;-160.00
24562;204;25/08/2021;23:26:42;Saque;-150.00
26968;204;25/09/2021;11:32:06;Saque;-55.00
32035;204;31/10/2021;03:58:53;Saque;-20.00
62293;204;18/07/2022;00:08:27;Saque;-85.00
34056;460;14/01/2022;10:20:26;Saque;-65.00
34609;460;11/02/2022;00:45:47;Saque;-125.00
52687;716;27/09/2021;16:16:53;Saque;-595.00
65319;716;29/12/2022;12:57:20;Saque;-55.00
66753;716;29/12/2022;21:18:18;Saque;-50.00
3804;972;18/08/2010;21:06:05;Saque;-85.00
23624;205;02/01/2021;01:55:56;Saque;-95.00
26536;205;11/01/2021;14:47:30;Saque;-720.00
64041;205;23/05/2022;01:29:39;Saque;-430.00
48451;717;25/03/2019;01:18:12;Saque;-230.00
58732;717;28/05/2019;01:44:20;Saque;-265.00
66259;717;18/02/2020;09:55:14;Saque;-90.00
34390;973;29/12/2022;23:12:50;Saque;-200.00
37800;973;29/12/2022;23:51:53;Saque;-30.00
41810;973;29/12/2022;23:55:35;Saque;-75.00
12817;206;29/03/2018;02:40:07;Saque;-140.00
28580;206;23/07/2018;09:53:35;Saque;-200.00
37466;206;02/07/2020;02:32:52;Saque;-845.00
63213;206;17/03/2022;21:21:18;Saque;-60.00
17211;462;20/03/2017;18:36:41;Saque;-570.00
18640;462;20/03/2017;18:54:32;Saque;-140.00
23994;462;25/06/2017;16:47:51;Saque;-275.00
52347;462;09/10/2019;14:54:51;Saque;-75.00
70756;462;29/12/2019;04:55:15;Saque;-430.00
25478;718;04/06/2021;18:30:53;Saque;-315.00
32732;718;30/08/2021;10:57:53;Saque;-65.00
36778;718;01/12/2021;10:49:00;Saque;-345.00
39046;718;20/12/2021;18:36:43;Saque;-35.00
40895;718;24/02/2022;05:16:39;Saque;-205.00
54762;718;30/05/2022;16:56:36;Saque;-375.00
55750;718;15/07/2022;08:13:32;Saque;-60.00
15192;974;08/10/2014;03:42:38;Saque;-415.00
20463;974;10/12/2014;01:34:17;Saque;-235.00
56594;974;02/07/2016;07:26:19;Saque;-330.00
59656;974;02/07/2016;07:35:03;Saque;-880.00
63326;974;07/07/2016;08:43:26;Saque;-145.00
69816;974;12/11/2016;00:18:46;Saque;-355.00
70965;974;23/11/2016;20:48:56;Saque;-360.00
65365;207;30/12/2022;00:00:01;Saque;-30.00
69282;207;30/12/2022;00:00:01;Saque;-215.00
5770;463;18/05/2017;08:33:17;Saque;-75.00
13053;463;14/06/2018;09:19:00;Saque;-20.00
33945;463;10/12/2019;07:36:12;Saque;-1345.00
42267;463;13/12/2019;20:57:22;Saque;-70.00
44256;463;13/01/2020;04:36:12;Saque;-400.00
70443;463;29/09/2020;13:28:44;Saque;-330.00
39626;719;19/08/2018;07:59:24;Saque;-210.00
49348;719;11/11/2018;11:43:07;Saque;-175.00
60035;719;28/06/2019;13:55:51;Saque;-105.00
67092;719;29/08/2019;01:26:59;Saque;-210.00
70212;719;20/12/2019;19:18:15;Saque;-135.00
21372;975;05/01/2022;03:18:46;Saque;-120.00
56494;208;18/11/2015;01:14:34;Saque;-820.00
57101;208;18/11/2015;12:33:06;Saque;-155.00
71621;208;29/07/2016;15:39:26;Saque;-170.00
2238;464;10/05/2021;10:08:55;Saque;-130.00
24504;464;29/12/2022;17:55:26;Saque;-220.00
41078;464;29/12/2022;00:00:00;Saque;-975.00
56962;464;29/12/2022;00:00:00;Saque;-55.00
31143;720;29/12/2022;23:59:59;Saque;-550.00
59442;720;29/12/2022;00:00:00;Saque;-70.00
66250;976;16/07/2019;07:03:43;Saque;-50.00
68863;976;13/08/2019;10:38:03;Saque;-95.00
71097;976;13/08/2019;13:19:28;Saque;-75.00
6987;209;05/07/2021;05:10:20;Saque;-50.00
13263;209;15/12/2021;20:08:27;Saque;-130.00
54087;209;29/12/2022;23:59:52;Saque;-100.00
19405;465;24/01/2020;02:26:24;Saque;-130.00
31199;465;11/10/2020;18:26:38;Saque;-230.00
48086;465;15/03/2021;06:40:43;Saque;-660.00
6861;977;20/01/2019;23:38:02;Saque;-240.00
36102;977;23/04/2021;10:18:51;Saque;-140.00
49062;977;26/04/2021;18:55:45;Saque;-25.00
3228;210;28/07/2020;22:05:56;Saque;-200.00
5641;210;05/10/2020;23:13:22;Saque;-345.00
48376;210;03/05/2022;10:02:58;Saque;-130.00
49928;210;05/05/2022;12:50:45;Saque;-155.00
55268;210;26/08/2022;21:09:32;Saque;-130.00
55669;210;31/08/2022;11:02:17;Saque;-400.00
60233;210;08/09/2022;18:57:17;Saque;-140.00
20422;466;28/12/2022;21:07:53;Saque;-250.00
41625;466;30/12/2022;00:00:00;Saque;-40.00
3397;722;01/07/2018;07:19:47;Saque;-95.00
2623;978;18/05/2022;11:52:20;Saque;-275.00
9061;978;20/08/2022;15:26:55;Saque;-65.00
51320;978;30/12/2022;00:00:00;Saque;-155.00
14235;211;28/12/2022;23:03:42;Saque;-210.00
40735;211;30/12/2022;00:00:00;Saque;-425.00
48033;211;30/12/2022;00:00:00;Saque;-270.00
9967;467;28/03/2018;09:17:14;Saque;-150.00
61274;467;29/12/2022;23:59:59;Saque;-2680.00
7686;723;19/02/2014;02:17:20;Saque;-105.00
19426;723;04/08/2017;01:31:20;Saque;-115.00
22625;723;16/09/2017;14:54:21;Saque;-80.00
49239;723;12/06/2018;19:04:59;Saque;-415.00
28728;979;20/07/2018;09:56:19;Saque;-400.00
29818;979;20/07/2018;11:16:00;Saque;-510.00
40046;979;10/11/2018;12:59:56;Saque;-585.00
48090;979;06/07/2019;03:33:48;Saque;-270.00
39673;212;15/07/2022;04:29:07;Saque;-25.00
67272;212;29/12/2022;23:59:59;Saque;-85.00
2960;468;19/12/2021;17:08:39;Saque;-35.00
21747;468;20/03/2022;06:03:32;Saque;-380.00
38490;468;26/12/2022;04:58:29;Saque;-130.00
66907;468;29/12/2022;23:59:20;Saque;-570.00
33830;724;27/03/2020;10:49:42;Saque;-75.00
66369;724;03/03/2022;23:17:10;Saque;-130.00
69313;724;04/03/2022;23:02:49;Saque;-135.00
22317;980;29/12/2022;23:59:22;Saque;-140.00
35313;980;30/12/2022;00:00:00;Saque;-505.00
36502;980;30/12/2022;00:00:01;Saque;-100.00
53209;980;30/12/2022;00:00:00;Saque;-285.00
63352;980;30/12/2022;00:00:00;Saque;-130.00
21530;213;08/12/2022;19:05:16;Saque;-400.00
26180;213;27/12/2022;15:49:12;Saque;-440.00
41627;213;30/12/2022;00:00:00;Saque;-370.00
49552;213;30/12/2022;00:00:01;Saque;-340.00
59278;213;30/12/2022;00:00:00;Saque;-370.00
71963;213;30/12/2022;00:00:00;Saque;-80.00
50661;469;29/12/2022;23:59:59;Saque;-115.00
6654;725;24/06/2020;07:07:27;Saque;-60.00
25317;725;28/12/2022;13:37:03;Saque;-125.00
39348;725;29/12/2022;00:00:00;Saque;-165.00
71309;725;29/12/2022;00:00:00;Saque;-90.00
14082;981;24/06/2022;15:49:01;Saque;-75.00
62014;981;29/12/2022;23:59:59;Saque;-315.00
64955;981;29/12/2022;00:00:00;Saque;-230.00
69110;981;29/12/2022;23:59:59;Saque;-125.00
19345;214;16/09/2022;05:21:48;Saque;-330.00
44709;470;02/12/2022;19:13:30;Saque;-240.00
54992;470;29/12/2022;23:59:09;Saque;-230.00
60482;470;29/12/2022;23:59:59;Saque;-145.00
66586;470;29/12/2022;00:00:00;Saque;-25.00
20278;726;30/08/2020;10:06:52;Saque;-165.00
25893;726;14/09/2021;20:48:36;Saque;-355.00
42997;982;29/12/2022;00:00:00;Saque;-695.00
43966;215;29/12/2022;00:00:00;Saque;-65.00
11563;471;22/12/2022;19:05:42;Saque;-420.00
10297;727;27/08/2020;13:03:55;Saque;-315.00
10633;727;27/08/2020;17:01:16;Saque;-810.00
64696;727;04/05/2022;16:23:50;Saque;-1310.00
11087;983;11/11/2019;01:23:29;Saque;-50.00
13913;983;17/08/2022;10:22:56;Saque;-105.00
30926;983;29/12/2022;05:43:24;Saque;-240.00
36049;983;29/12/2022;23:48:55;Saque;-730.00
12275;216;13/04/2020;18:55:41;Saque;-90.00
50382;216;26/12/2021;00:30:31;Saque;-215.00
56989;216;11/10/2022;01:17:06;Saque;-55.00
5328;472;21/11/2022;11:13:27;Saque;-25.00
12925;472;29/12/2022;23:59:00;Saque;-390.00
19021;728;06/11/2022;20:31:55;Saque;-60.00
21911;728;28/11/2022;10:50:03;Saque;-170.00
42622;728;29/12/2022;19:49:49;Saque;-280.00
48225;728;29/12/2022;23:59:54;Saque;-370.00
57874;728;29/12/2022;23:59:59;Saque;-345.00
63296;728;29/12/2022;00:00:00;Saque;-95.00
29422;984;13/11/2022;05:41:14;Saque;-50.00
2176;217;06/10/2018;08:00:36;Saque;-45.00
38510;217;28/12/2022;22:12:23;Saque;-35.00
12753;473;11/04/2017;17:30:31;Saque;-90.00
59221;473;14/07/2019;06:17:11;Saque;-240.00
24873;729;13/08/2021;01:47:01;Saque;-25.00
69879;729;29/12/2022;23:59:06;Saque;-255.00
15768;985;10/02/2018;17:31:13;Saque;-85.00
40820;985;22/07/2018;09:28:08;Saque;-230.00
18334;218;27/09/2020;12:17:23;Saque;-95.00
22465;218;17/10/2020;10:22:14;Saque;-405.00
36087;218;19/04/2021;17:13:04;Saque;-140.00
47702;218;31/05/2021;21:51:40;Saque;-375.00
56460;218;16/02/2022;13:18:07;Saque;-105.00
38485;474;29/12/2022;22:32:46;Saque;-295.00
65920;474;29/12/2022;00:00:00;Saque;-100.00
39520;730;29/08/2021;06:33:42;Saque;-570.00
24559;986;05/03/2017;01:08:08;Saque;-70.00
29158;986;29/04/2017;21:59:07;Saque;-95.00
37531;986;11/05/2017;02:03:15;Saque;-330.00
37565;986;11/05/2017;02:49:23;Saque;-100.00
47705;986;31/05/2017;08:29:28;Saque;-155.00
59754;986;18/11/2018;03:56:33;Saque;-65.00
60359;986;18/11/2018;05:15:59;Saque;-195.00
7570;475;13/06/2022;17:05:37;Saque;-315.00
9977;475;18/06/2022;01:40:20;Saque;-65.00
19730;475;24/12/2022;16:19:18;Saque;-180.00
22788;475;29/12/2022;06:21:40;Saque;-90.00
36023;475;29/12/2022;23:54:43;Saque;-2015.00
37022;475;29/12/2022;23:57:40;Saque;-210.00
38779;475;29/12/2022;23:58:46;Saque;-485.00
41357;475;29/12/2022;23:59:50;Saque;-150.00
6892;987;04/10/2014;11:25:26;Saque;-475.00
26958;220;18/05/2018;21:53:20;Saque;-395.00
34567;220;02/05/2019;21:50:11;Saque;-55.00
45621;220;14/07/2019;11:47:23;Saque;-180.00
11906;476;10/07/2018;08:55:36;Saque;-30.00
12989;476;11/07/2018;10:08:09;Saque;-150.00
24597;476;01/10/2018;16:57:48;Saque;-220.00
28386;476;29/10/2018;14:36:40;Saque;-115.00
47975;476;04/07/2019;05:16:14;Saque;-195.00
56713;476;06/11/2019;09:41:50;Saque;-130.00
62357;476;22/12/2019;23:51:31;Saque;-520.00
63642;476;28/09/2020;08:05:01;Saque;-270.00
65025;476;28/09/2020;17:49:41;Saque;-1285.00
9277;732;03/12/2018;04:30:56;Saque;-1755.00
22303;732;11/02/2019;06:22:07;Saque;-60.00
55361;732;24/04/2022;11:56:46;Saque;-65.00
65271;732;28/12/2022;22:55:52;Saque;-175.00
2009;988;13/03/2021;09:39:37;Saque;-140.00
67336;477;30/12/2022;00:00:01;Saque;-155.00
13147;733;18/03/2021;19:23:32;Saque;-205.00
15966;733;26/08/2021;11:19:36;Saque;-80.00
43268;733;21/11/2021;22:46:32;Saque;-160.00
33328;989;09/07/2022;02:49:43;Saque;-195.00
36450;989;03/11/2022;16:03:30;Saque;-305.00
9666;222;15/03/2015;19:56:04;Saque;-150.00
24734;222;04/04/2015;11:12:49;Saque;-620.00
43066;222;15/07/2015;01:44:19;Saque;-55.00
57322;222;25/09/2016;03:11:27;Saque;-575.00
63727;222;31/10/2016;19:24:56;Saque;-340.00
64674;222;31/10/2016;23:29:51;Saque;-350.00
66354;222;08/11/2016;05:13:29;Saque;-185.00
71449;222;30/07/2017;00:08:27;Saque;-45.00
8768;478;20/08/2022;04:01:54;Saque;-165.00
43863;478;29/12/2022;21:40:33;Saque;-140.00
54765;478;29/12/2022;23:57:40;Saque;-240.00
61631;478;30/12/2022;00:00:01;Saque;-300.00
68740;478;30/12/2022;00:00:01;Saque;-1395.00
71435;478;30/12/2022;00:00:00;Saque;-320.00
46011;734;29/12/2022;23:59:51;Saque;-415.00
49138;734;30/12/2022;00:00:01;Saque;-995.00
64413;734;30/12/2022;00:00:01;Saque;-580.00
70780;734;30/12/2022;00:00:00;Saque;-265.00
9168;990;30/06/2020;16:20:05;Saque;-135.00
12116;990;04/08/2020;22:37:22;Saque;-485.00
46339;990;02/02/2021;16:42:52;Saque;-110.00
26581;223;29/12/2022;23:59:53;Saque;-195.00
39177;223;29/12/2022;00:00:00;Saque;-335.00
52938;223;29/12/2022;00:00:00;Saque;-40.00
11167;479;01/12/2022;00:01:40;Saque;-300.00
19324;479;22/12/2022;17:02:25;Saque;-425.00
20919;735;18/04/2013;13:49:49;Saque;-745.00
49306;735;09/05/2017;05:23:12;Saque;-350.00
52428;735;16/03/2018;03:40:04;Saque;-340.00
59256;735;09/09/2019;06:54:08;Saque;-170.00
62726;735;05/08/2020;17:11:58;Saque;-95.00
7228;991;28/03/2019;09:07:21;Saque;-145.00
37770;991;23/11/2022;18:27:11;Saque;-190.00
20968;224;26/12/2019;09:36:39;Saque;-230.00
19702;480;14/04/2014;08:34:25;Saque;-45.00
22196;480;24/04/2014;11:42:16;Saque;-225.00
28520;480;28/04/2014;06:24:03;Saque;-75.00
49305;480;28/03/2021;06:39:50;Saque;-270.00
61357;480;20/12/2021;23:27:35;Saque;-60.00
49832;736;29/12/2022;23:59:08;Saque;-140.00
68495;736;29/12/2022;00:00:00;Saque;-235.00
29493;992;02/09/2021;22:55:53;Saque;-595.00
33189;225;26/12/2022;04:37:48;Saque;-275.00
47838;481;04/07/2022;01:26:14;Saque;-60.00
58424;481;22/10/2022;04:35:16;Saque;-505.00
40415;737;17/12/2022;07:41:56;Saque;-560.00
45380;993;25/10/2020;06:47:59;Saque;-1045.00
57100;993;13/11/2020;08:40:16;Saque;-115.00
57163;993;16/11/2020;19:04:28;Saque;-450.00
65820;993;01/12/2020;20:30:55;Saque;-175.00
30286;226;22/10/2020;00:17:47;Saque;-775.00
44171;226;06/12/2021;20:10:32;Saque;-485.00
48588;226;28/10/2022;01:13:02;Saque;-95.00
22807;482;02/06/2020;03:06:52;Saque;-125.00
48205;482;01/09/2021;23:11:07;Saque;-70.00
54800;482;28/02/2022;09:53:38;Saque;-295.00
24706;738;07/10/2022;03:23:22;Saque;-170.00
32329;738;17/10/2022;12:18:41;Saque;-635.00
35455;738;28/11/2022;10:58:24;Saque;-95.00
60685;738;30/12/2022;00:00:00;Saque;-150.00
2293;994;22/01/2016;05:03:57;Saque;-60.00
5581;994;31/01/2016;23:35:35;Saque;-265.00
26443;994;24/05/2021;01:54:46;Saque;-470.00
2603;227;28/12/2022;11:35:24;Saque;-85.00
14857;227;29/12/2022;23:59:42;Saque;-65.00
62620;227;30/12/2022;00:00:00;Saque;-40.00
22977;483;30/12/2022;00:00:00;Saque;-105.00
60110;483;30/12/2022;00:00:00;Saque;-355.00
2495;739;14/03/2014;05:22:57;Saque;-295.00
2585;739;29/03/2014;01:45:53;Saque;-260.00
3253;739;08/07/2018;12:01:58;Saque;-95.00
4024;739;08/07/2018;12:05:45;Saque;-165.00
65499;739;29/12/2022;23:59:59;Saque;-160.00
68801;739;29/12/2022;00:00:00;Saque;-90.00
3066;228;25/04/2022;23:12:32;Saque;-80.00
12779;228;15/09/2022;12:26:53;Saque;-85.00
56409;228;29/12/2022;00:00:00;Saque;-290.00
20419;484;03/09/2022;13:23:47;Saque;-515.00
51591;484;29/12/2022;17:57:14;Saque;-115.00
3646;740;19/09/2020;15:56:02;Saque;-25.00
41748;740;04/10/2022;18:13:19;Saque;-55.00
53529;740;13/11/2022;04:12:08;Saque;-265.00
34183;996;29/12/2022;23:27:17;Saque;-90.00
54434;996;29/12/2022;00:00:00;Saque;-35.00
54536;996;29/12/2022;00:00:00;Saque;-50.00
12786;229;17/11/2013;13:49:13;Saque;-235.00
27563;229;02/09/2014;01:35:54;Saque;-265.00
47554;229;26/12/2014;21:51:54;Saque;-860.00
1038;741;23/03/2012;20:24:26;Saque;-125.00
35550;741;08/01/2015;23:52:19;Saque;-425.00
65989;741;06/06/2020;08:36:30;Saque;-185.00
17087;997;25/02/2021;20:58:20;Saque;-65.00
18530;997;03/03/2021;10:59:39;Saque;-70.00
25623;997;18/04/2022;12:33:43;Saque;-255.00
44541;997;29/12/2022;23:38:23;Saque;-200.00
53058;997;29/12/2022;23:59:58;Saque;-170.00
58002;997;29/12/2022;23:59:59;Saque;-75.00
18724;230;03/11/2021;23:12:49;Saque;-190.00
24157;230;12/12/2021;00:25:07;Saque;-1610.00
36149;486;12/09/2017;23:03:24;Saque;-100.00
38392;486;16/09/2017;14:29:37;Saque;-130.00
49445;742;17/09/2021;09:40:55;Saque;-120.00
49885;998;02/07/2015;08:45:05;Saque;-440.00
51232;998;06/07/2015;23:37:43;Saque;-290.00
59173;998;22/11/2015;01:41:27;Saque;-55.00
64947;998;04/04/2016;11:20:56;Saque;-500.00
8371;231;16/11/2012;16:03:16;Saque;-70.00
41613;231;17/05/2013;12:28:22;Saque;-620.00
42420;231;19/05/2013;08:50:45;Saque;-225.00
60386;231;22/04/2014;14:20:15;Saque;-220.00
14073;487;29/01/2020;15:02:10;Saque;-315.00
19135;487;05/02/2020;05:49:20;Saque;-160.00
35670;487;29/12/2022;21:07:31;Saque;-180.00
61708;487;29/12/2022;00:00:00;Saque;-230.00
1579;743;06/05/2019;14:24:07;Saque;-80.00
3631;999;13/07/2021;07:31:08;Saque;-80.00
33275;999;29/12/2022;09:42:16;Saque;-160.00
21605;232;17/07/2017;11:21:45;Saque;-165.00
58495;232;01/05/2020;22:46:21;Saque;-895.00
69532;232;24/07/2020;08:10:00;Saque;-270.00
32754;488;30/12/2022;00:00:01;Saque;-65.00
7274;744;26/08/2013;16:21:48;Saque;-210.00
46395;744;19/05/2021;14:30:55;Saque;-525.00
47980;744;20/05/2021;04:56:33;Saque;-135.00
4977;489;07/09/2019;00:19:28;Saque;-250.00
18360;489;31/07/2020;15:33:53;Saque;-155.00
44128;489;18/09/2022;21:37:13;Saque;-55.00
26140;745;09/02/2019;02:44:59;Saque;-710.00
56161;745;28/12/2022;11:10:57;Saque;-50.00
38020;234;12/12/2022;10:42:11;Saque;-20.00
43170;234;29/12/2022;00:13:55;Saque;-950.00
57588;234;30/12/2022;00:00:01;Saque;-115.00
60500;234;30/12/2022;00:00:01;Saque;-90.00
69222;234;30/12/2022;00:00:00;Saque;-365.00
12167;490;17/06/2022;19:27:18;Saque;-150.00
13192;490;18/06/2022;14:25:58;Saque;-185.00
32748;490;29/12/2022;23:57:33;Saque;-290.00
51628;490;29/12/2022;00:00:00;Saque;-325.00
52009;746;02/10/2022;09:53:17;Saque;-590.00
55587;746;10/10/2022;12:32:29;Saque;-45.00
65884;746;29/12/2022;23:34:10;Saque;-40.00
37074;235;19/08/2019;07:58:13;Saque;-205.00
26308;491;21/12/2022;21:58:48;Saque;-110.00
42563;491;29/12/2022;23:59:59;Saque;-65.00
48149;491;29/12/2022;00:00:00;Saque;-270.00
49772;747;29/12/2022;23:59:59;Saque;-140.00
59194;747;29/12/2022;23:59:59;Saque;-525.00
67950;236;29/12/2022;23:59:46;Saque;-65.00
24227;492;16/03/2017;14:39:37;Saque;-30.00
29135;492;06/11/2017;13:21:54;Saque;-185.00
14778;748;15/09/2020;10:41:22;Saque;-130.00
55965;748;30/12/2022;00:00:00;Saque;-140.00
70963;748;30/12/2022;00:00:00;Saque;-550.00
28003;237;13/10/2022;16:17:24;Saque;-25.00
30857;237;02/12/2022;09:56:07;Saque;-95.00
30159;493;24/12/2022;10:17:38;Saque;-40.00
33719;493;25/12/2022;07:17:09;Saque;-265.00
